orderid,currentstate,quantity,price,stopprice,ioc,aon,quantityfilled,quantityonmarket,fillcost,buysell,orderbookid
46230819,submitted,1,7139,,,,,,,0,1
46230818,submitted,1,7140,,,,,,,0,1
46230817,submitted,0.7557467,7141,,,,,,,0,1
46230816,submitted,0.01386166,7142,,,,,,,0,1
46230815,submitted,3,7145,,,,,,,0,1
46230814,submitted,0.00488532,7146.96,,,,,,,0,1
46230813,submitted,0.00104927,7147.78,,,,,,,0,1
46230812,submitted,0.67172215,7148.53,,,,,,,0,1
46230811,submitted,0.99998,7149,,,,,,,0,1
46230810,submitted,0.05,7149.7,,,,,,,0,1
46230809,submitted,0.00697062,7150,,,,,,,0,1
46230808,submitted,0.00069878,7155.25,,,,,,,0,1
46230807,submitted,0.05,7156.8,,,,,,,0,1
46230806,submitted,0.66049694,7157.55,,,,,,,0,1
46230805,submitted,10.98,7158.22,,,,,,,0,1
46230804,submitted,0.0146129,7160,,,,,,,0,1
46230803,submitted,0.05,7163.9,,,,,,,0,1
46230802,submitted,10.5,7164.84,,,,,,,0,1
46230801,submitted,0.00347662,7165,,,,,,,0,1
46230800,submitted,0.25595718,7167.18,,,,,,,0,1
46230799,submitted,0.069584,7167.88,,,,,,,0,1
46230798,submitted,2.8,7169.76,,,,,,,0,1
46230797,submitted,0.00350348,7170,,,,,,,0,1
46230796,submitted,23.98,7172.44,,,,,,,0,1
46230795,submitted,3.587,7172.46,,,,,,,0,1
46230794,submitted,10.8,7172.68,,,,,,,0,1
46230793,submitted,2.9,7173.36,,,,,,,0,1
46230792,submitted,0.3,7173.37,,,,,,,0,1
46230791,submitted,0.15920766,7175.56,,,,,,,0,1
46230790,submitted,8.58,7176.4,,,,,,,0,1
46230789,submitted,0.00069659,7177.78,,,,,,,0,1
46230788,submitted,4.32,7178.72,,,,,,,0,1
46230787,submitted,3.3,7179.99,,,,,,,0,1
46230786,submitted,5.11,7182.41,,,,,,,0,1
46230785,submitted,0.3,7183.5,,,,,,,0,1
46230784,submitted,4.9915,7184.44,,,,,,,0,1
46230783,submitted,0.06959184,7184.75,,,,,,,0,1
46230782,submitted,2.8357,7185.69,,,,,,,0,1
46230781,submitted,0.0006958,7185.97,,,,,,,0,1
46230780,submitted,0.3,7186.02,,,,,,,0,1
46230779,submitted,10.06,7186.71,,,,,,,0,1
46230778,submitted,0.3,7187.09,,,,,,,0,1
46230777,submitted,0.15685401,7187.33,,,,,,,0,1
46230776,submitted,0.3,7187.6,,,,,,,0,1
46230775,submitted,0.3,7188.49,,,,,,,0,1
46230774,submitted,5,7189.35,,,,,,,0,1
46230773,submitted,4.37,7189.8,,,,,,,0,1
46230772,submitted,0.72,7190.47,,,,,,,0,1
46230771,submitted,0.3,7192.89,,,,,,,0,1
46230770,submitted,2.42,7192.91,,,,,,,0,1
46230769,submitted,3.42,7193.6,,,,,,,0,1
46230768,submitted,0.25,7193.61,,,,,,,0,1
46230767,submitted,1,7196.12,,,,,,,0,1
46230766,submitted,0.3,7196.99,,,,,,,0,1
46230765,submitted,1,7197.35,,,,,,,0,1
46230764,submitted,0.00069465,7197.78,,,,,,,0,1
46230763,submitted,6,7197.83,,,,,,,0,1
46230762,submitted,2.5,7198.39,,,,,,,0,1
46230761,submitted,1,7198.92,,,,,,,0,1
46230760,submitted,1.053,7199.65,,,,,,,0,1
46230759,submitted,1,7200.47,,,,,,,0,1
46230758,submitted,0.3,7201.04,,,,,,,0,1
46230757,submitted,0.491,7201.85,,,,,,,0,1
46230756,submitted,4.1,7202.37,,,,,,,0,1
46230755,submitted,0.08401203,7202.88,,,,,,,0,1
46230754,submitted,0.9965,7203.37,,,,,,,0,1
46230753,submitted,0.00001,7204.43,,,,,,,0,1
46230752,submitted,0.09733918,7204.44,,,,,,,0,1
46231604,submitted,0.00557584,7219.04,,,,,,,1,1
46231605,submitted,0.25,7219.4,,,,,,,1,1
46231606,submitted,1,7220.46,,,,,,,1,1
46231607,submitted,2.6775,7220.84,,,,,,,1,1
46231608,submitted,0.4606235,7221.98,,,,,,,1,1
46231609,submitted,0.3,7221.99,,,,,,,1,1
46231610,submitted,1,7222,,,,,,,1,1
46231611,submitted,0.3,7223.03,,,,,,,1,1
46231612,submitted,2.0653,7224.03,,,,,,,1,1
46231613,submitted,4.69,7225.03,,,,,,,1,1
46231614,submitted,0.3,7225.05,,,,,,,1,1
46231615,submitted,1,7225.18,,,,,,,1,1
46231616,submitted,1.116,7227.97,,,,,,,1,1
46231617,submitted,4.9943,7228.69,,,,,,,1,1
46231618,submitted,0.3,7229.05,,,,,,,1,1
46231619,submitted,9.3,7229.15,,,,,,,1,1
46231620,submitted,5.34,7229.19,,,,,,,1,1
46231621,submitted,0.15016836,7229.24,,,,,,,1,1
46231622,submitted,1.02,7230.17,,,,,,,1,1
46231623,submitted,5.2,7232.97,,,,,,,1,1
46231624,submitted,0.3,7233.05,,,,,,,1,1
46231625,submitted,0.098,7234.51,,,,,,,1,1
46231626,submitted,11.2828,7235.21,,,,,,,1,1
46231627,submitted,2.4775,7236.56,,,,,,,1,1
46231628,submitted,0.3,7237.05,,,,,,,1,1
46231629,submitted,0.24,7240.41,,,,,,,1,1
46231630,submitted,0.3,7241.05,,,,,,,1,1
46231631,submitted,0.42539817,7241.13,,,,,,,1,1
46231632,submitted,0.00488532,7241.93,,,,,,,1,1
46231633,submitted,0.71,7244.02,,,,,,,1,1
46231634,submitted,10.1818,7244.14,,,,,,,1,1
46231635,submitted,0.3,7245.05,,,,,,,1,1
46231636,submitted,2.5,7245.9,,,,,,,1,1
46231637,submitted,2.41,7247.64,,,,,,,1,1
46231638,submitted,8.37,7251.42,,,,,,,1,1
46231639,submitted,2.577,7253.37,,,,,,,1,1
46231640,submitted,0.05,7257.6,,,,,,,1,1
46231641,submitted,0.67536913,7257.73,,,,,,,1,1
46231642,submitted,9.6,7259.13,,,,,,,1,1
46231643,submitted,0.025,7263,,,,,,,1,1
46231644,submitted,0.68596387,7266.76,,,,,,,1,1
46231645,submitted,5.8,7267.14,,,,,,,1,1
46231646,submitted,23.97,7268.75,,,,,,,1,1
46231647,submitted,0.05,7272,,,,,,,1,1
46231648,submitted,0.65964567,7276.7,,,,,,,1,1
46231649,submitted,0.30212892,7281.66,,,,,,,1,1
46231650,submitted,0.02746091,7283.08,,,,,,,1,1
46231651,submitted,0.00488532,7289.42,,,,,,,1,1
46231652,submitted,0.05,7293.6,,,,,,,1,1
46231653,submitted,0.00007332,7295.44,,,,,,,1,1
46231654,submitted,0.00007332,7298,,,,,,,1,1
46231655,submitted,6.45088164,7300,,,,,,,1,1
46231656,submitted,0.00342464,7300.04,,,,,,,1,1
46231657,submitted,0.00007332,7300.57,,,,,,,1,1
46231658,submitted,0.05,7300.8,,,,,,,1,1
46231659,submitted,0.00007332,7303.13,,,,,,,1,1
46231660,submitted,0.004442,7303.48,,,,,,,1,1
46231661,submitted,0.71781,7304.89,,,,,,,1,1
46231662,submitted,0.00007332,7305.69,,,,,,,1,1
46231663,submitted,0.051223,7307.68,,,,,,,1,1
46231664,submitted,0.00007332,7308.25,,,,,,,1,1
46231665,submitted,0.00007332,7310.82,,,,,,,1,1
46231666,submitted,0.00007332,7313.38,,,,,,,1,1
46231667,submitted,0.00007332,7315.94,,,,,,,1,1
46231668,submitted,0.00007332,7318.5,,,,,,,1,1
46231669,submitted,0.71781,7319.44,,,,,,,1,1
46231670,submitted,0.00007332,7321.07,,,,,,,1,1
46231671,submitted,7.176,7321.17,,,,,,,1,1
46231672,submitted,0.00007332,7323.63,,,,,,,1,1
46231673,submitted,0.00007332,7326.19,,,,,,,1,1
46231674,submitted,0.00007332,7328.75,,,,,,,1,1
46231675,submitted,0.00007332,7331.32,,,,,,,1,1
46231676,submitted,0.00007332,7333.88,,,,,,,1,1
46231677,submitted,0.00007332,7336.44,,,,,,,1,1
46231678,submitted,0.00488532,7336.9,,,,,,,1,1
46231679,submitted,7.3,7337.84,,,,,,,1,1
46231680,submitted,0.00007332,7339,,,,,,,1,1
46231681,submitted,0.00007332,7341.57,,,,,,,1,1
46231682,submitted,0.4155,7344,,,,,,,1,1
46231683,submitted,0.00007332,7344.13,,,,,,,1,1
46231684,submitted,0.00007332,7346.69,,,,,,,1,1
46231685,submitted,0.71781,7348.55,,,,,,,1,1
46231686,submitted,0.00007332,7349.25,,,,,,,1,1
46231687,submitted,0.32263196,7350,,,,,,,1,1
46231688,submitted,0.00007332,7351.82,,,,,,,1,1
46231689,submitted,0.00007332,7354.38,,,,,,,1,1
46231690,submitted,0.00007332,7356.94,,,,,,,1,1
46231691,submitted,0.00007332,7359.5,,,,,,,1,1
46231692,submitted,0.00007332,7362.07,,,,,,,1,1
46231693,submitted,0.00007332,7364.63,,,,,,,1,1
46231694,submitted,0.00007332,7367.19,,,,,,,1,1
46231695,submitted,0.00007332,7369.75,,,,,,,1,1
46231696,submitted,0.00007332,7372.32,,,,,,,1,1
46231697,submitted,0.00007332,7374.88,,,,,,,1,1
46231698,submitted,4.157,7375.19,,,,,,,1,1
46231699,submitted,0.00007332,7377.44,,,,,,,1,1
46231700,submitted,0.00007332,7380,,,,,,,1,1
46231701,submitted,0.00007332,7382.57,,,,,,,1,1
46231702,submitted,0.00488532,7384.39,,,,,,,1,1
46231703,submitted,0.00007332,7385.13,,,,,,,1,1
46231803,submitted,2.57959913,7100,,,,,,,0,1
46231802,submitted,0.00165909,7100.32,,,,,,,0,1
46231801,submitted,0.1667,7101,,,,,,,0,1
46231800,submitted,0.03520625,7101.01,,,,,,,0,1
46231799,submitted,0.0140311,7102.08,,,,,,,0,1
46231798,submitted,0.000075,7102.5,,,,,,,0,1
46231797,submitted,0.3786599,7104,,,,,,,0,1
46231796,submitted,0.00220146,7104.36,,,,,,,0,1
46231795,submitted,0.02822419,7105,,,,,,,0,1
46231794,submitted,0.00071624,7105.38,,,,,,,0,1
46231793,submitted,0.000075,7107.5,,,,,,,0,1
46231792,submitted,0.00070345,7107.78,,,,,,,0,1
46231791,submitted,0.07142858,7108.19,,,,,,,0,1
46231790,submitted,0.070075,7110,,,,,,,0,1
46231789,submitted,0.000075,7112.5,,,,,,,0,1
46231788,submitted,11.89,7114.28,,,,,,,0,1
46231787,submitted,0.0135887,7115,,,,,,,0,1
46231786,submitted,0.07027387,7115.02,,,,,,,0,1
46231785,submitted,0.6,7117.57,,,,,,,0,1
46231784,submitted,0.00228661,7119.69,,,,,,,0,1
46231783,submitted,0.10902471,7120,,,,,,,0,1
46231782,submitted,5.356,7120.96,,,,,,,0,1
46231781,submitted,1.05181052,7125,,,,,,,0,1
46231780,submitted,0.00070148,7127.78,,,,,,,0,1
46231779,submitted,1,7130,,,,,,,0,1
46231778,submitted,0.13974936,7133.69,,,,,,,0,1
46231777,submitted,0.02502719,7134.18,,,,,,,0,1
46231776,submitted,1,7135,,,,,,,0,1
46231775,submitted,0.00479109,7136.01,,,,,,,0,1
46231774,submitted,0.21212122,7137.38,,,,,,,0,1
46231773,submitted,1,7139,,,,,,,0,1
46231772,submitted,1,7140,,,,,,,0,1
46231771,submitted,0.7557467,7141,,,,,,,0,1
46231770,submitted,0.01386166,7142,,,,,,,0,1
46231769,submitted,3,7145,,,,,,,0,1
46231768,submitted,0.00488532,7146.96,,,,,,,0,1
46231767,submitted,0.00104927,7147.78,,,,,,,0,1
46231766,submitted,0.99998,7149,,,,,,,0,1
46231765,submitted,0.00697062,7150,,,,,,,0,1
46231764,submitted,0.39802198,7150.46,,,,,,,0,1
46231763,submitted,9.73,7153.64,,,,,,,0,1
46231762,submitted,0.00069878,7155.25,,,,,,,0,1
46231761,submitted,0.05,7156.8,,,,,,,0,1
46231760,submitted,0.25628842,7159.96,,,,,,,0,1
46231759,submitted,0.0146129,7160,,,,,,,0,1
46231758,submitted,0.25,7162.8,,,,,,,0,1
46231757,submitted,0.05,7163.9,,,,,,,0,1
46231756,submitted,10.5,7164.84,,,,,,,0,1
46231755,submitted,0.00347662,7165,,,,,,,0,1
46231754,submitted,0.069584,7167.88,,,,,,,0,1
46231753,submitted,0.15608441,7169.04,,,,,,,0,1
46231752,submitted,2.8,7169.76,,,,,,,0,1
46231751,submitted,0.00350348,7170,,,,,,,0,1
46231750,submitted,3.587,7172.46,,,,,,,0,1
46231749,submitted,10.8,7172.68,,,,,,,0,1
46231748,submitted,2.9,7173.36,,,,,,,0,1
46231747,submitted,0.3,7173.37,,,,,,,0,1
46231746,submitted,23.98,7174.17,,,,,,,0,1
46231745,submitted,8.58,7176.4,,,,,,,0,1
46231744,submitted,0.00069659,7177.78,,,,,,,0,1
46231743,submitted,0.05,7178.1,,,,,,,0,1
46231742,submitted,3.3,7179.99,,,,,,,0,1
46231741,submitted,0.25414492,7180.46,,,,,,,0,1
46231740,submitted,0.06959184,7184.75,,,,,,,0,1
46231739,submitted,5.45,7185.65,,,,,,,0,1
46231738,submitted,0.0006958,7185.97,,,,,,,0,1
46231737,submitted,10.06,7186.71,,,,,,,0,1
46231736,submitted,0.3,7187.09,,,,,,,0,1
46231735,submitted,0.3,7187.6,,,,,,,0,1
46231734,submitted,0.3,7188.49,,,,,,,0,1
46231733,submitted,4.37,7189.8,,,,,,,0,1
46231732,submitted,0.3,7192.89,,,,,,,0,1
46231731,submitted,3.42,7193.6,,,,,,,0,1
46231730,submitted,2.42,7193.61,,,,,,,0,1
46231729,submitted,0.15955608,7194.59,,,,,,,0,1
46231728,submitted,0.3,7196.99,,,,,,,0,1
46231727,submitted,3.3584,7197.66,,,,,,,0,1
46231726,submitted,0.00069465,7197.78,,,,,,,0,1
46231725,submitted,4.9831,7199.26,,,,,,,0,1
46231724,submitted,0.00168408,7199.94,,,,,,,0,1
46231723,submitted,0.200825,7200,,,,,,,0,1
46231722,submitted,0.72,7200.46,,,,,,,0,1
46231721,submitted,0.3,7201.04,,,,,,,0,1
46231720,submitted,2.9733,7201.09,,,,,,,0,1
46231719,submitted,0.24,7201.7,,,,,,,0,1
46231718,submitted,1,7201.94,,,,,,,0,1
46231717,submitted,4.1,7202.37,,,,,,,0,1
46231716,submitted,0.25,7202.38,,,,,,,0,1
46231715,submitted,1,7203.63,,,,,,,0,1
46231714,submitted,0.3,7205.28,,,,,,,0,1
46231713,submitted,1,7205.43,,,,,,,0,1
46231712,submitted,2.5,7206.58,,,,,,,0,1
46231711,submitted,0.835,7207.04,,,,,,,0,1
46231710,submitted,1,7207.15,,,,,,,0,1
46231709,submitted,1.01798,7209.24,,,,,,,0,1
46231708,submitted,4.3,7209.27,,,,,,,0,1
46231707,submitted,0.3,7209.55,,,,,,,0,1
46231706,submitted,0.9727,7213.41,,,,,,,0,1
46231705,submitted,9.4348385,7219,,,,,,,0,1
46231704,submitted,0.45745665,7219.01,,,,,,,0,1
46252720,submitted,0.00071624,7105.38,,,,,,,0,1
46252719,submitted,0.000075,7107.5,,,,,,,0,1
46252718,submitted,0.00070345,7107.78,,,,,,,0,1
